id,name,type
615,Low Blood Sodium Levels,SYMPTOM
616,Breast Tenderness,SYMPTOM
617,Vision Changes,SYMPTOM
618,Forgetfulness,SYMPTOM
619,Bone Pain,SYMPTOM
620,Fractures,SYMPTOM
621,Skin Sores,SYMPTOM
622,Enlarged Spleen Or Liver,SYMPTOM
623,Heart And Digestive Problems,SYMPTOM
624,Loss Of Sensation,SYMPTOM
625,Chronic Pain,SYMPTOM
626,Dry Cough,SYMPTOM
627,Slowness Of Movement,SYMPTOM
628,Intense Joint Pain,SYMPTOM
629,Frequent Infections,SYMPTOM
630,Easy Bruising Or Bleeding,SYMPTOM
631,Fluid Retention,SYMPTOM
632,Abdominal Cramps,SYMPTOM
633,Neurological Deficits,SYMPTOM
634,Red,SYMPTOM
635,Tender Gums,SYMPTOM
636,Discharge From The Wound,SYMPTOM
637,Vomiting Blood,SYMPTOM
638,Bloody Or Black Stools,SYMPTOM
639,And Oily Patches Of Skin,SYMPTOM
640,Dandruff,SYMPTOM
641,Flaky Scalp,SYMPTOM
642,Neck Pain,SYMPTOM
643,And Abnormal Head Positioning,SYMPTOM
644,Slow Heart Rate,SYMPTOM
645,Mild To Moderate Head Pain,SYMPTOM
646,Tightness Or Pressure Sensation On Both Sides Of Head,SYMPTOM
647,Slurred Speech,SYMPTOM
648,Impaired Coordination,SYMPTOM
649,Swollen And Bleeding Gums,SYMPTOM
650,Excessive Daytime Sleepiness,SYMPTOM
651,Sudden Loss Of Muscle Tone (Cataplexy),SYMPTOM
652,Gastrointestinal Symptoms,SYMPTOM
653,Excessive Worrying,SYMPTOM
654,Panic Attacks,SYMPTOM
655,Impulsive Behaviors (E.G.,SYMPTOM
656,Gambling,SYMPTOM
657,Stealing),SYMPTOM
658,Difficulty Resisting Urges,SYMPTOM
659,Eye Discharge,SYMPTOM
660,Recurrent Eye Infections,SYMPTOM
661,Discharge From The Nose,SYMPTOM
662,Discharge,SYMPTOM
663,Foul Odor Around The Umbilical Area,SYMPTOM
664,Easy Bleeding Or Bruising,SYMPTOM
665,Drooping Of The Mouth Or Eyelid,SYMPTOM
666,Watery Discharge,SYMPTOM
667,Swollen Eyelids,SYMPTOM
668,Respiratory Symptoms,SYMPTOM
669,Abdominal Or Back Pain,SYMPTOM
670,Blurred Distance Vision,SYMPTOM
671,Eyestrain,SYMPTOM
672,Squinting,SYMPTOM
673,Weight Changes,SYMPTOM
674,Heart Inflammation,SYMPTOM
675,Numbness Or Tingling In Fingers Or Around The Mouth,SYMPTOM
676,Muscle Cramps,SYMPTOM
677,Blurred Or Distorted Central Vision,SYMPTOM
678,Blind Spots,SYMPTOM
679,Small,SYMPTOM
680,Painful Blisters On The Lips Or Around The Mouth,SYMPTOM
681,Skipped Or Extra Heartbeats,SYMPTOM
682,Lightheadedness,SYMPTOM
683,Painful Ulcers Or Sores On The Genital Area,SYMPTOM
684,Swollen Lymph Nodes In The Groin,SYMPTOM
685,Lump Or Swelling In The Testicles,SYMPTOM
686,Changes In Testicular Size Or Shape,SYMPTOM
687,Cognitive Or Developmental Problems,SYMPTOM
688,Enlarged Head In Infants,SYMPTOM
689,Breast Lump,SYMPTOM
690,Changes In Breast Size Or Shape,SYMPTOM
691,Nipple Changes,SYMPTOM
692,Breast Pain,SYMPTOM
693,Swollen Blood Vessels In The Esophagus,SYMPTOM
694,Black,SYMPTOM
695,Tarry Stools,SYMPTOM
696,Abnormal Vaginal Bleeding,SYMPTOM
697,Pelvic Pain Or Discomfort,SYMPTOM
698,Changes In Bowel Or Bladder Habits,SYMPTOM
699,Persistent Cough With Thick Mucus,SYMPTOM
700,Recurrent Lung Infections,SYMPTOM
701,Poor Growth Or Weight Gain,SYMPTOM
702,Salty-Tasting Skin,SYMPTOM
703,Raw,SYMPTOM
704,Or Inflamed Skin In Skin Folds (Such As Armpits Or Groin),SYMPTOM
705,Itching Or Burning Sensation,SYMPTOM
706,Jaw Pain Or Tenderness,SYMPTOM
707,Clicking Or Popping Sounds In The Jaw Joint,SYMPTOM
708,Difficulty Chewing Or Opening The Mouth,SYMPTOM
709,Abdominal Pain Or Swelling,SYMPTOM
710,Neurological Symptoms (Tremors,SYMPTOM
711,Difficulty Speaking Or Walking),SYMPTOM
712,Frequent Urinary Tract Infections,SYMPTOM
713,Urinary Urgency Or Frequency,SYMPTOM
714,Bedwetting (In Children),SYMPTOM
715,High Blood Pressure (In Severe Cases),SYMPTOM
716,Night Blindness,SYMPTOM
717,Dry Eyes,SYMPTOM
718,Dry Or Rough Skin,SYMPTOM
719,Poor Wound Healing,SYMPTOM
720,Weakened Immune System,SYMPTOM
721,Abnormal Discharge From The Genitals,SYMPTOM
722,Tenderness Or Swelling Over The Ribcage,SYMPTOM
723,Changes In Coordination Or Balance,SYMPTOM
724,Small Lump Or Swelling In The Vaginal Wall,SYMPTOM
725,Discomfort Or Pain During Intercourse,SYMPTOM
726,Persistent Knee Pain,SYMPTOM
727,Yellowish Or White Growth On The Conjunctiva (Eye'S Surface),SYMPTOM
728,Usually Near The Cornea,SYMPTOM
729,Elevated Levels Of Gamma Globulins In The Blood,SYMPTOM
730,May Be Asymptomatic Or Associated With Other Underlying Conditions,SYMPTOM
731,Various Symptoms Depending On The Specific Disorder,SYMPTOM
732,Including Hormonal Imbalances,SYMPTOM
733,Severe Pain In The Side Or Back,SYMPTOM
734,Blood In The Urine,SYMPTOM
735,Challenges With Social Interaction,SYMPTOM
736,Communication Difficulties,SYMPTOM
737,Restricted Interests Or Repetitive Behaviors,SYMPTOM
738,Gradual Vision Loss,SYMPTOM
739,Peripheral Vision Impairment,SYMPTOM
740,Floaters (Spots Or Cobweb-Like Shapes In Vision),SYMPTOM
741,Flashes Of Light,SYMPTOM
742,Curtain-Like Shadow Over Vision,SYMPTOM
743,Sudden Vision Loss,SYMPTOM
744,Rapid Or Irregular Heartbeats,SYMPTOM
745,Prolonged Bleeding Or Bruising,SYMPTOM
746,Frequent Or Constant Dribbling Of Urine,SYMPTOM
747,Inability To Completely Empty The Bladder,SYMPTOM
748,Weak Urine Stream,SYMPTOM
749,Flu-Like Symptoms (Fever,SYMPTOM
750,Fatigue),SYMPTOM
751,Hallucinations,SYMPTOM
752,Pain Or Tenderness On The Outer Side Of The Elbow,SYMPTOM
753,Weak Grip Strength,SYMPTOM
754,Difficulty With Forearm Movements,SYMPTOM
755,Primary Stage: Painless Sores (Chancre) At The Site Of Infection,SYMPTOM
756,Secondary Stage: Skin Rash,SYMPTOM
757,Latent Stage: No Symptoms,SYMPTOM
758,Tertiary Stage: Severe Complications Affecting The Heart,SYMPTOM
759,Brain,SYMPTOM
760,And Other Organs,SYMPTOM
761,Increased Need To Urinate,SYMPTOM
762,Runny Nose,SYMPTOM
763,Sneezing,SYMPTOM
764,Loss Of Smell,SYMPTOM
765,Drug Cravings,SYMPTOM
766,Toothache,SYMPTOM
767,Tooth Sensitivity,SYMPTOM
768,Visible Pits Or Holes In The Teeth,SYMPTOM
769,Dark Spots On The Teeth,SYMPTOM
770,Bad Breath,SYMPTOM
771,High Levels Of Cholesterol In The Blood,SYMPTOM
772,Fatty Deposits (Xanthomas) On The Skin Or Tendons,SYMPTOM
773,Chest Pain Or Angina,SYMPTOM
774,Heart Attacks,SYMPTOM
775,Strokes,SYMPTOM
776,Difficulty Straightening Or Bending The Knee,SYMPTOM
777,Severe Neck Pain,SYMPTOM
778,Difficulty Moving Or Turning The Head,SYMPTOM
779,Numbness Or Weakness In The Arms Or Legs,SYMPTOM
780,Involuntary Muscle Contractions,SYMPTOM
781,Muscle Pain,SYMPTOM
782,Excessive Bleeding And Bruising,SYMPTOM
783,Prolonged Bleeding From Wounds Or After Dental Work Or Surgery,SYMPTOM
784,Spontaneous Bleeding In Joints Or Muscles,SYMPTOM
785,Increased Blood Sugar Levels,SYMPTOM
786,Increased Ketone Production,SYMPTOM
787,Fruity Breath Odor,SYMPTOM
788,Severe Sore Throat,SYMPTOM
789,Swollen Tonsils,SYMPTOM
790,Voice Changes,SYMPTOM
791,Neck Pain Or Stiffness,SYMPTOM
792,Early Satiety,SYMPTOM
793,Poor Appetite,SYMPTOM
794,Petechial Rash (Small Red Or Purple Spots),SYMPTOM
795,Increased Red Blood Cell Count,SYMPTOM
796,Enlarged Spleen,SYMPTOM
797,Easy Bruising,SYMPTOM
798,Prolonged Bleeding From Cuts,SYMPTOM
799,Petechiae (Red Or Purple Spots On The Skin),SYMPTOM
800,Nosebleeds,SYMPTOM
801,Excessive Menstrual Bleeding,SYMPTOM
802,Persistent Sore Throat,SYMPTOM
803,Neck Mass,SYMPTOM
804,Hypocalcemia (Low Calcium Levels),SYMPTOM
805,Tetany (Muscle Spasms),SYMPTOM
806,Rounded Face,SYMPTOM
807,Enlarged Thyroid Gland In The Neck,SYMPTOM
808,Swelling Or Visible Protrusion,SYMPTOM
809,Difficulty Swallowing Or Breathing,SYMPTOM
810,Intense Urge To Urinate Followed By Involuntary Urine Leakage,SYMPTOM
811,Distinct Facial Features (Small Jaw,SYMPTOM
812,Low-Set Ears),SYMPTOM
813,Progressive Muscle Weakness And Degeneration,SYMPTOM
814,Difficulty Walking Or Moving,SYMPTOM
815,Lower Abdominal Pain And Discomfort Occurring Around The Time Of Ovulation,SYMPTOM
816,Decreased Exercise Tolerance,SYMPTOM
817,Persistent Depressive Symptoms (Low Mood,SYMPTOM
818,Lack Of Interest,SYMPTOM
819,Changes In Sleep And Appetite),SYMPTOM
820,Lasting For At Least Two Years,SYMPTOM
821,Rash (Red,SYMPTOM
822,Sandpaper-Like),SYMPTOM
823,Swollen Glands,SYMPTOM
824,Respiratory Depression,SYMPTOM
825,Irregular Periods,SYMPTOM
826,Excessive Hair Growth,SYMPTOM
827,Acne,SYMPTOM
828,Ovarian Cysts,SYMPTOM
829,Painful Lump Or Swelling On The Eyelid,SYMPTOM
830,Inflammation Of The Glans Penis (Tip Of The Penis),SYMPTOM
831,Sensation Of A Foreign Object Stuck In The Throat,SYMPTOM
832,Increased Energy,SYMPTOM
833,Dilated Pupils,SYMPTOM
834,Risk Of Heart Attack Or Stroke,SYMPTOM
835,Vision Loss Or Blurry Vision,SYMPTOM
836,Eye Pain With Eye Movement,SYMPTOM
837,Color Vision Impairment,SYMPTOM
838,Flashing Lights Or Floaters,SYMPTOM
839,Chronic Diarrhea,SYMPTOM
840,Abdominal Pain Or Bloating,SYMPTOM
841,Nutrient Deficiencies (Vitamins,SYMPTOM
842,Minerals),SYMPTOM
843,Failure To Thrive,SYMPTOM
844,Memory Loss Or Cognitive Difficulties,SYMPTOM
845,Developmental Delays (In Children),SYMPTOM
846,Anemia,SYMPTOM
847,Rough Growths On The Skin Or Mucous Membranes,SYMPTOM
848,Typically Painless,SYMPTOM
849,May Appear In Clusters Or As Single Lesions,SYMPTOM
850,Excessive Sweating (Beyond What Is Necessary For Temperature Regulation),SYMPTOM
851,Typically In Specific Areas (Such As Palms,SYMPTOM
852,Soles,SYMPTOM
853,Underarms),SYMPTOM
854,May Interfere With Daily Activities,SYMPTOM
855,Sudden Numbness Or Weakness Of The Face,SYMPTOM
856,Arm,SYMPTOM
857,Or Leg (Typically On One Side Of The Body),SYMPTOM
858,Trouble Speaking Or Understanding,SYMPTOM
859,Severe Headache,SYMPTOM
860,Pain Or Discomfort In The Tailbone Area,SYMPTOM
861,Drainage Of Pus Or Blood,SYMPTOM
862,Abscess Formation,SYMPTOM
863,Difficulty Moving Or Using The Affected Area,SYMPTOM
864,Gait Disturbances,SYMPTOM
865,Urinary Incontinence,SYMPTOM
866,Cognitive Decline Or Dementia-Like Symptoms,SYMPTOM
867,Hair Loss Or Balding,SYMPTOM
868,Patchy Or Generalized Hair Loss,SYMPTOM
869,Muscle Aches And Stiffness,SYMPTOM
870,Foot Pain Or Achiness,SYMPTOM
871,Difficulty With Foot And Ankle Movement,SYMPTOM
872,Foot Fatigue,SYMPTOM
873,Abdominal Swelling Or Pain,SYMPTOM
874,Enlarged Liver,SYMPTOM
875,Elevated Liver Enzymes,SYMPTOM
876,Insulin Resistance,SYMPTOM
877,Joint Swelling,SYMPTOM
878,Pelvic Pressure Or Heaviness,SYMPTOM
879,Bowel Movement Difficulties,SYMPTOM
880,Limited Mobility Or Difficulty Moving The Arm,SYMPTOM
881,Prolonged Bleeding After Injury Or Surgery,SYMPTOM
882,Excessive Bleeding From Minor Cuts Or Abrasions,SYMPTOM
883,Changes In Vision,SYMPTOM
884,Loss Of Consciousness,SYMPTOM
885,Muscle Weakness Or Fatigue,SYMPTOM
886,Irregular Heartbeat Or Palpitations,SYMPTOM
887,Numbness Or Tingling,SYMPTOM
888,Blurred Or Decreased Vision,SYMPTOM
889,Increased Sensitivity To Light,SYMPTOM
890,Cough With Phlegm Or Pus,SYMPTOM
891,High Fever,SYMPTOM
892,Joint And Muscle Pain,SYMPTOM
893,Bleeding Tendencies,SYMPTOM
894,Postnasal Drip,SYMPTOM
895,Ear Drainage,SYMPTOM
896,Dizziness Or Vertigo,SYMPTOM
897,Bloody Stool,SYMPTOM
898,Restricted Range Of Motion,SYMPTOM
899,Difficulty Gripping Or Using The Finger,SYMPTOM
900,Liver Or Kidney Damage,SYMPTOM
901,Irregular Or Rapid Heartbeat,SYMPTOM
902,Itching Around The Anus Or Vagina,SYMPTOM
903,Restless Sleep,SYMPTOM
904,Anal Or Vaginal Discharge,SYMPTOM
905,Difficulty Or Poor Urinary Stream,SYMPTOM
906,Urinary Frequency Or Urgency,SYMPTOM
907,Poor Weight Gain,SYMPTOM
908,Severe Headaches,SYMPTOM
909,Sensitivity To Light And Sound,SYMPTOM
910,Intense Burning Pain,SYMPTOM
911,Changes In Skin Temperature,SYMPTOM
912,Skin Rashes,SYMPTOM
913,Painful Periods,SYMPTOM
914,Persistent Head Pain,SYMPTOM
915,Tension In Neck And Shoulders,SYMPTOM
916,Dry,SYMPTOM
917,Flaky Skin With Itching,SYMPTOM
918,Inflamed Skin,SYMPTOM
919,Intense Itching,SYMPTOM
920,Especially At Night,SYMPTOM
921,Small Blisters Or Bumps,SYMPTOM
922,Raised,SYMPTOM
923,Itchy Welts On The Skin,SYMPTOM
924,Itchy Bumps,SYMPTOM
925,Red Rash Caused By Contact With Irritants Or Allergens,SYMPTOM
926,Sunburn-Like Rash,SYMPTOM
927,Visible Lice Or Nits In The Affected Area,SYMPTOM
928,Congestion,SYMPTOM
929,Cloudy Or Bloody Urine,SYMPTOM
930,Persistent Cough With Yellow Or Green Mucus,SYMPTOM
931,Chest Congestion,SYMPTOM
932,Abdominal Pain Or Cramps,SYMPTOM
933,Severe Abdominal Or Back Pain,SYMPTOM
934,Pain During Urination,SYMPTOM
935,Fragile Bones,SYMPTOM
936,Loss Of Height Over Time,SYMPTOM
937,Back Pain,SYMPTOM
938,Increased Hunger,SYMPTOM
939,Slow Healing Of Wounds,SYMPTOM
